real_in,imag_in,real_out,imag_out
3.602825e-03,3.486200e-03,-1.404148e-01,3.428814e-01
4.327546e-03,3.235106e-03,-1.005791e-01,3.964449e-01
4.095355e-03,2.164177e-03,-3.238766e-02,3.595497e-01
2.957768e-03,3.739313e-04,5.890569e-02,2.373987e-01
1.045461e-03,-1.941429e-03,1.639014e-01,4.358728e-02
-1.449815e-03,-4.516735e-03,2.697397e-01,-2.013234e-01
-4.297131e-03,-7.048938e-03,3.617542e-01,-4.721188e-01
-7.245688e-03,-9.237258e-03,4.260284e-01,-7.419737e-01
-1.004316e-02,-1.080057e-02,4.508465e-01,-9.849289e-01
-1.246006e-02,-1.152097e-02,4.288593e-01,-1.178310e+00
-1.431378e-02,-1.126747e-02,3.573604e-01,-1.305516e+00
-1.548467e-02,-1.000722e-02,2.377882e-01,-1.357812e+00
-1.590885e-02,-7.809979e-03,7.615183e-02,-1.332564e+00
-1.559588e-02,-4.845168e-03,-1.169717e-01,-1.233563e+00
-1.461548e-02,-1.356297e-03,-3.275873e-01,-1.071091e+00
-1.308659e-02,2.362526e-03,-5.394086e-01,-8.608849e-01
-1.116427e-02,5.997144e-03,-7.351241e-01,-6.222952e-01
-9.016506e-03,9.258307e-03,-8.989252e-01,-3.757812e-01
-6.814930e-03,1.187956e-02,-1.017138e+00,-1.417152e-01
-4.723323e-03,1.365521e-02,-1.080379e+00,6.158069e-02
-2.883944e-03,1.445742e-02,-1.084373e+00,2.197018e-01
-1.411494e-03,1.424389e-02,-1.029784e+00,3.229332e-01
-4.015332e-04,1.305559e-02,-9.218924e-01,3.655485e-01
1.095212e-04,1.101107e-02,-7.693985e-01,3.478091e-01
1.247769e-04,8.286384e-03,-5.834529e-01,2.746432e-01
-3.161160e-04,5.097981e-03,-3.771268e-01,1.545441e-01
-1.147090e-03,1.677181e-03,-1.644803e-01,-1.480323e-03
-2.296047e-03,-1.771082e-03,4.167327e-02,-1.820102e-01
-3.660821e-03,-5.045748e-03,2.295326e-01,-3.738794e-01
-5.130372e-03,-7.977082e-03,3.898277e-01,-5.638916e-01
-6.593039e-03,-1.043345e-02,5.165011e-01,-7.401771e-01
-7.943029e-03,-1.232544e-02,6.068230e-01,-8.926609e-01
-9.078243e-03,-1.360848e-02,6.612375e-01,-1.012816e+00
-9.917419e-03,-1.426984e-02,6.818836e-01,-1.094620e+00
-1.040297e-02,-1.432311e-02,6.717869e-01,-1.134766e+00
-1.050574e-02,-1.380517e-02,6.344600e-01,-1.132372e+00
-1.022755e-02,-1.276863e-02,5.733852e-01,-1.088692e+00
-9.600125e-03,-1.125937e-02,4.907105e-01,-1.006767e+00
-8.679979e-03,-9.338941e-03,3.885204e-01,-8.917904e-01
-7.543393e-03,-7.075802e-03,2.688219e-01,-7.507191e-01
-6.273730e-03,-4.549748e-03,1.342138e-01,-5.913123e-01
-4.957439e-03,-1.854724e-03,-1.148585e-02,-4.220003e-01
-3.702332e-03,9.030093e-04,-1.637484e-01,-2.531519e-01
-2.584894e-03,3.605390e-03,-3.166038e-01,-9.402425e-02
-1.660947e-03,6.126438e-03,-4.628394e-01,4.747300e-02
-9.559352e-04,8.340431e-03,-5.945635e-01,1.655138e-01
-4.640472e-04,1.012931e-02,-7.037226e-01,2.567427e-01
-1.625135e-04,1.137872e-02,-7.821722e-01,3.192935e-01
1.305617e-05,1.200888e-02,-8.229024e-01,3.546853e-01
1.500824e-04,1.198020e-02,-8.207143e-01,3.673874e-01
3.454952e-04,1.130271e-02,-7.731441e-01,3.640463e-01
6.941570e-04,1.004061e-02,-6.811955e-01,3.528485e-01
1.292745e-03,8.307962e-03,-5.492025e-01,3.435859e-01
2.204403e-03,6.261264e-03,-3.852305e-01,3.453226e-01
3.454525e-03,4.086278e-03,-2.007938e-01,3.653529e-01
5.018851e-03,1.979494e-03,-9.964995e-03,4.079875e-01
6.821933e-03,1.283853e-04,1.720071e-01,4.737996e-01
8.758034e-03,-1.300559e-03,3.302800e-01,5.605410e-01
1.068156e-02,-2.184011e-03,4.519832e-01,6.623473e-01
1.242547e-02,-2.457384e-03,5.276276e-01,7.703006e-01
1.381738e-02,-2.124656e-03,5.521297e-01,8.732363e-01
1.469627e-02,-1.262149e-03,5.255001e-01,9.585770e-01
1.493223e-02,-1.089593e-05,4.529533e-01,1.013668e+00
1.445618e-02,1.446571e-03,3.442151e-01,1.028209e+00
1.326284e-02,2.900954e-03,2.127742e-01,9.951913e-01
1.141437e-02,4.137987e-03,7.469265e-02,9.117501e-01
9.035611e-03,4.964685e-03,-5.318192e-02,7.797722e-01
6.308044e-03,5.241949e-03,-1.556451e-01,6.065279e-01
3.462053e-03,4.893855e-03,-2.203004e-01,4.047523e-01
7.471842e-04,3.922476e-03,-2.392828e-01,1.912343e-01
-1.596476e-03,2.404048e-03,-2.101106e-01,-1.526401e-02
-3.365186e-03,4.847729e-04,-1.362087e-01,-1.961888e-01
-4.409038e-03,-1.612040e-03,-2.783112e-02,-3.345282e-01
-4.653055e-03,-3.646386e-03,1.010427e-01,-4.175220e-01
-4.105295e-03,-5.373414e-03,2.338288e-01,-4.380402e-01
-2.857527e-03,-6.574159e-03,3.531103e-01,-3.952921e-01
-1.077982e-03,-7.080995e-03,4.425199e-01,-2.950797e-01
9.978255e-04,-6.792023e-03,4.880106e-01,-1.497166e-01
3.098648e-03,-5.699348e-03,4.804319e-01,2.315987e-02
4.945887e-03,-3.886334e-03,4.166047e-01,2.023873e-01
6.286557e-03,-1.515109e-03,2.995227e-01,3.658440e-01
6.921531e-03,1.187642e-03,1.382465e-01,4.929674e-01
6.724129e-03,3.929746e-03,-5.160858e-02,5.662893e-01
5.667305e-03,6.418906e-03,-2.511615e-01,5.746158e-01
3.820980e-03,8.382227e-03,-4.400283e-01,5.140207e-01
1.343570e-03,9.604160e-03,-5.988707e-01,3.881467e-01
-1.535270e-03,9.948215e-03,-7.114279e-01,2.078209e-01
-4.525858e-03,9.342625e-03,-7.641828e-01,-9.885314e-03
-7.311064e-03,7.833627e-03,-7.501915e-01,-2.426633e-01
-9.585545e-03,5.563217e-03,-6.695082e-01,-4.657069e-01
-1.109268e-02,2.756705e-03,-5.292292e-01,-6.548186e-01
-1.165448e-02,-3.030003e-04,-3.427021e-01,-7.892424e-01
-1.117992e-02,-3.316284e-03,-1.271809e-01,-8.534354e-01
-9.679660e-03,-5.982597e-03,9.712117e-02,-8.385533e-01
-7.265439e-03,-8.038984e-03,3.092267e-01,-7.434435e-01
-4.137490e-03,-9.288899e-03,4.896874e-01,-5.748493e-01
-5.624742e-04,-9.621619e-03,6.225790e-01,-3.467614e-01
3.154504e-03,-9.018207e-03,6.969284e-01,-7.894180e-02
6.706324e-03,-7.562047e-03,7.085796e-01,2.052617e-01
9.816291e-03,-5.419809e-03,6.602602e-01,4.817373e-01
1.226601e-02,-2.820694e-03,5.608720e-01,7.284773e-01
1.391689e-02,-2.620719e-05,4.238706e-01,9.280675e-01
1.472461e-02,2.706711e-03,2.650506e-01,1.069577e+00
1.473540e-02,5.136571e-03,1.016589e-01,1.148736e+00
1.407778e-02,7.071436e-03,-4.973151e-02,1.168053e+00
1.293925e-02,8.387902e-03,-1.751833e-01,1.135937e+00
1.154122e-02,9.043472e-03,-2.649292e-01,1.065421e+00
1.012465e-02,9.083016e-03,-3.143155e-01,9.734528e-01
8.898199e-03,8.621574e-03,-3.241299e-01,8.775065e-01
8.019567e-03,7.827688e-03,-3.003785e-01,7.934192e-01
7.573166e-03,6.897908e-03,-2.533311e-01,7.331969e-01
7.563344e-03,6.028507e-03,-1.959027e-01,7.035496e-01
7.927625e-03,5.391146e-03,-1.416340e-01,7.058654e-01
8.524234e-03,5.110360e-03,-1.032111e-01,7.349357e-01
9.165667e-03,5.245558e-03,-9.052670e-02,7.802859e-01
9.647163e-03,5.783566e-03,-1.091833e-01,8.280081e-01
9.779353e-03,6.640157e-03,-1.596238e-01,8.629676e-01
9.416874e-03,7.669313e-03,-2.368758e-01,8.709939e-01
8.470269e-03,8.679558e-03,-3.311484e-01,8.402113e-01
6.929473e-03,9.459874e-03,-4.289140e-01,7.631676e-01
4.871455e-03,9.808413e-03,-5.144583e-01,6.383571e-01
2.455775e-03,9.559760e-03,-5.717821e-01,4.708778e-01
-9.412877e-05,8.604548e-03,-5.864994e-01,2.719757e-01
-2.512805e-03,6.904985e-03,-5.476514e-01,5.809999e-02
-4.526064e-03,4.502501e-03,-4.493034e-01,-1.509993e-01
-5.884136e-03,1.516166e-03,-2.915691e-01,-3.346190e-01
-6.393816e-03,-1.869415e-03,-8.084338e-02,-4.737277e-01
-5.946524e-03,-5.425904e-03,1.708036e-01,-5.536427e-01
-4.527840e-03,-8.896296e-03,4.464070e-01,-5.654638e-01
-2.225710e-03,-1.202653e-02,7.260856e-01,-5.074572e-01
7.777276e-04,-1.459263e-02,9.893473e-01,-3.852927e-01
4.225251e-03,-1.642399e-02,1.217108e+00,-2.110314e-01
7.806695e-03,-1.741839e-02,1.392935e+00,-1.982861e-03
1.118991e-02,-1.754547e-02,1.504527e+00,2.206265e-01
1.405402e-02,-1.684860e-02,1.546114e+00,4.339250e-01
1.612520e-02,-1.544168e-02,1.519033e+00,6.164414e-01
1.721225e-02,-1.349672e-02,1.429915e+00,7.510491e-01
1.723039e-02,-1.121647e-02,1.287904e+00,8.262523e-01
1.620999e-02,-8.825762e-03,1.105328e+00,8.364002e-01
1.428630e-02,-6.536163e-03,8.983896e-01,7.823581e-01
1.167829e-02,-4.527833e-03,6.861799e-01,6.718988e-01
8.666411e-03,-2.929793e-03,4.868708e-01,5.190026e-01
5.570193e-03,-1.791592e-03,3.139487e-01,3.432518e-01
2.712639e-03,-1.105376e-03,1.770022e-01,1.673549e-01
3.792133e-04,-8.085154e-04,8.110325e-02,1.352249e-02
-1.217217e-03,-8.021669e-04,2.663535e-02,-9.988321e-02
-1.959242e-03,-9.685112e-04,9.728491e-03,-1.606073e-01
-1.822980e-03,-1.171373e-03,2.239525e-02,-1.625397e-01
-8.864602e-04,-1.283659e-03,5.406212e-02,-1.065743e-01
6.839594e-04,-1.205242e-03,9.317471e-02,-4.913897e-04
2.653655e-03,-8.798108e-04,1.289229e-01,1.417969e-01
4.749817e-03,-3.028981e-04,1.527346e-01,3.019230e-01
6.697403e-03,4.878884e-04,1.587979e-01,4.598005e-01
8.236433e-03,1.414427e-03,1.444755e-01,5.953080e-01
9.160728e-03,2.370787e-03,1.104089e-01,6.910791e-01
9.345383e-03,3.238979e-03,6.031061e-02,7.348121e-01
8.761828e-03,3.905704e-03,4.403450e-04,7.206624e-01
7.463167e-03,4.274461e-03,-6.138284e-02,6.487449e-01
5.579388e-03,4.274977e-03,-1.166622e-01,5.250121e-01
3.303068e-03,3.878278e-03,-1.576199e-01,3.609521e-01
8.706869e-04,3.104920e-03,-1.784456e-01,1.728281e-01
-1.464524e-03,2.024837e-03,-1.761596e-01,-2.001175e-02
-3.480862e-03,7.408594e-04,-1.508819e-01,-1.988246e-01
-5.000352e-03,-6.224671e-04,-1.056014e-01,-3.472873e-01
-5.909607e-03,-1.931921e-03,-4.574207e-02,-4.532603e-01
-6.170323e-03,-3.061233e-03,2.156793e-02,-5.099590e-01
-5.819211e-03,-3.903987e-03,8.830115e-02,-5.162775e-01
-4.959034e-03,-4.381761e-03,1.462617e-01,-4.764170e-01
-3.754943e-03,-4.461148e-03,1.882939e-01,-4.000174e-01
-2.406489e-03,-4.153720e-03,2.091013e-01,-3.006668e-01
-1.125452e-03,-3.517084e-03,2.060479e-01,-1.943498e-01
-1.080126e-04,-2.645083e-03,1.794011e-01,-9.737109e-02
5.031002e-04,-1.640106e-03,1.315980e-01,-2.308847e-02
6.143366e-04,-6.232690e-04,6.778234e-02,1.823316e-02
2.003555e-04,2.907260e-04,-5.217200e-03,2.089853e-02
-6.956298e-04,1.007880e-03,-7.988233e-02,-1.548287e-02
-1.968138e-03,1.467188e-03,-1.489938e-01,-8.600260e-02
-3.457598e-03,1.649865e-03,-2.065371e-01,-1.807281e-01
-4.968905e-03,1.577640e-03,-2.481648e-01,-2.858954e-01
-6.295510e-03,1.312537e-03,-2.718323e-01,-3.856410e-01
-7.244252e-03,9.542477e-04,-2.783583e-01,-4.638402e-01
-7.657089e-03,6.257806e-04,-2.711712e-01,-5.059469e-01
-7.423847e-03,4.383009e-04,-2.544793e-01,-5.007307e-01
-6.497364e-03,5.110626e-04,-2.345807e-01,-4.410311e-01
-4.898965e-03,9.414494e-04,-2.185967e-01,-3.246467e-01
-2.720650e-03,1.795308e-03,-2.135909e-01,-1.550726e-01
-1.127153e-04,3.093662e-03,-2.253720e-01,5.860790e-02
2.753269e-03,4.792489e-03,-2.561642e-01,3.033750e-01
5.664618e-03,6.816015e-03,-3.064895e-01,5.621197e-01
8.400427e-03,9.045570e-03,-3.744621e-01,8.158801e-01
1.074496e-02,1.132891e-02,-4.561089e-01,1.045463e+00
1.250632e-02,1.349505e-02,-5.462350e-01,1.232307e+00
1.355076e-02,1.537385e-02,-6.382311e-01,1.361541e+00
1.377788e-02,1.680324e-02,-7.246132e-01,1.423090e+00
1.314296e-02,1.764115e-02,-7.979283e-01,1.412295e+00
1.166143e-02,1.778349e-02,-8.514894e-01,1.327666e+00
9.406368e-03,1.717789e-02,-8.796096e-01,1.169570e+00
6.499606e-03,1.583063e-02,-8.780765e-01,9.425298e-01
3.097668e-03,1.379358e-02,-8.443515e-01,6.572135e-01
-6.197245e-04,1.116456e-02,-7.785796e-01,3.291714e-01
-4.465524e-03,8.089133e-03,-6.843814e-01,-2.411690e-02
-8.256320e-03,4.747986e-03,-5.688889e-01,-3.838313e-01
-1.181380e-02,1.329735e-03,-4.409621e-01,-7.306566e-01
-1.497631e-02,-1.970254e-03,-3.104009e-01,-1.046922e+00
-1.760365e-02,-4.969914e-03,-1.854424e-01,-1.317353e+00
-1.958629e-02,-7.511418e-03,-7.223356e-02,-1.528556e+00
-2.084244e-02,-9.462676e-03,2.304754e-02,-1.671222e+00
-2.129566e-02,-1.072988e-02,9.528820e-02,-1.741497e+00
-2.092240e-02,-1.125720e-02,1.410165e-01,-1.740790e+00
-1.975030e-02,-1.104422e-02,1.598614e-01,-1.670651e+00
-1.786493e-02,-1.014658e-02,1.541461e-01,-1.532775e+00
-1.539455e-02,-8.661475e-03,1.272196e-01,-1.333558e+00
-1.246996e-02,-6.709097e-03,8.247741e-02,-1.084606e+00
-9.249231e-03,-4.432774e-03,2.351686e-02,-8.018168e-01
-5.901934e-03,-1.999368e-03,-4.393546e-02,-5.016751e-01
-2.603355e-03,4.098702e-04,-1.120360e-01,-2.017189e-01
4.745413e-04,2.616051e-03,-1.727918e-01,7.982541e-02
3.181073e-03,4.464035e-03,-2.195229e-01,3.266658e-01
5.395258e-03,5.825827e-03,-2.469712e-01,5.259405e-01
7.034676e-03,6.609971e-03,-2.515452e-01,6.689742e-01
8.063781e-03,6.766292e-03,-2.312587e-01,7.516691e-01
8.497349e-03,6.288617e-03,-1.855220e-01,7.745772e-01
8.394445e-03,5.219334e-03,-1.154062e-01,7.425416e-01
7.859795e-03,3.646156e-03,-2.359170e-02,6.646721e-01
7.030944e-03,1.696415e-03,8.553876e-02,5.535499e-01
6.066087e-03,-4.716919e-04,2.059145e-01,4.242888e-01
5.128077e-03,-2.680437e-03,3.300666e-01,2.932688e-01
4.362059e-03,-4.746039e-03,4.495740e-01,1.762211e-01
3.887370e-03,-6.493544e-03,5.559014e-01,8.696072e-02
3.783029e-03,-7.769843e-03,6.410274e-01,3.598160e-02
4.080628e-03,-8.455327e-03,6.979302e-01,2.955674e-02
4.759277e-03,-8.474686e-03,7.210262e-01,6.911202e-02
5.741678e-03,-7.810101e-03,7.068189e-01,1.505958e-01
6.915058e-03,-6.500141e-03,6.543729e-01,2.656016e-01
8.137864e-03,-4.638316e-03,5.656240e-01,4.020224e-01
9.257054e-03,-2.364409e-03,4.453996e-01,5.453427e-01
1.012479e-02,1.464092e-04,3.012192e-01,6.801947e-01
1.061075e-02,2.688942e-03,1.431940e-01,7.915599e-01
1.062708e-02,5.052026e-03,-1.698815e-02,8.669674e-01
1.013667e-02,7.034991e-03,-1.670015e-01,8.977066e-01
9.161289e-03,8.465142e-03,-2.947651e-01,8.797254e-01
7.783369e-03,9.214806e-03,-3.893529e-01,8.142204e-01
6.134970e-03,9.213708e-03,-4.419672e-01,7.073903e-01
4.381211e-03,8.446159e-03,-4.462853e-01,5.694265e-01
2.709370e-03,6.959840e-03,-3.993902e-01,4.139466e-01
1.311672e-03,4.860901e-03,-3.022106e-01,2.569144e-01
3.674579e-04,2.308592e-03,-1.598353e-01,1.152882e-01
1.826455e-05,-4.870851e-04,1.791049e-02,5.212478e-03
3.465473e-04,-3.311524e-03,2.186592e-01,-6.065251e-02
1.373061e-03,-5.949843e-03,4.281949e-01,-7.411266e-02
3.055753e-03,-8.204899e-03,6.316713e-01,-3.194809e-02
5.292884e-03,-9.911090e-03,8.148234e-01,6.395550e-02
7.924639e-03,-1.094258e-02,9.646478e-01,2.066662e-01
1.075746e-02,-1.123647e-02,1.071170e+00,3.852990e-01
1.357716e-02,-1.078881e-02,1.127654e+00,5.858850e-01
1.616975e-02,-9.650259e-03,1.130899e+00,7.926390e-01
1.833509e-02,-7.920756e-03,1.081646e+00,9.892479e-01
1.988720e-02,-5.749679e-03,9.847957e-01,1.159245e+00
2.070504e-02,-3.307260e-03,8.483502e-01,1.289559e+00
2.072662e-02,-7.751515e-04,6.823797e-01,1.370943e+00
1.996006e-02,1.670385e-03,4.980860e-01,1.398422e+00
1.847426e-02,3.872438e-03,3.071611e-01,1.370950e+00
1.635754e-02,5.698116e-03,1.208937e-01,1.289478e+00
1.375766e-02,7.061712e-03,-5.052492e-02,1.160054e+00
1.084695e-02,7.921365e-03,-1.984776e-01,9.925668e-01
7.815590e-03,8.276637e-03,-3.166148e-01,7.996601e-01
4.854026e-03,8.164132e-03,-4.012299e-01,5.953692e-01
2.108044e-03,7.653407e-03,-4.520880e-01,3.921603e-01
-2.957955e-04,6.830278e-03,-4.711565e-01,2.015584e-01
-2.266948e-03,5.788879e-03,-4.620292e-01,3.306349e-02
-3.749744e-03,4.620717e-03,-4.292639e-01,-1.063696e-01
-4.721729e-03,3.407029e-03,-3.777459e-01,-2.124565e-01
-5.200546e-03,2.212931e-03,-3.123774e-01,-2.841172e-01
-5.236704e-03,1.077517e-03,-2.373404e-01,-3.233264e-01
-4.905013e-03,1.905896e-05,-1.560858e-01,-3.344464e-01
-4.296754e-03,-9.571791e-04,-7.165233e-02,-3.234537e-01
-3.511074e-03,-1.854266e-03,1.321486e-02,-2.971952e-01
-2.647633e-03,-2.694846e-03,9.694077e-02,-2.630925e-01
-1.806761e-03,-3.496829e-03,1.778418e-01,-2.286693e-01
-1.080960e-03,-4.272612e-03,2.539801e-01,-2.008160e-01
-5.487433e-04,-5.018899e-03,3.227946e-01,-1.850817e-01
-2.706860e-04,-5.716109e-03,3.811121e-01,-1.852901e-01
-2.920539e-04,-6.348707e-03,4.263580e-01,-2.041137e-01
-6.373034e-04,-6.879457e-03,4.553080e-01,-2.424116e-01
-1.308450e-03,-7.265822e-03,4.648394e-01,-2.992008e-01
-2.282703e-03,-7.465318e-03,4.525315e-01,-3.717610e-01
-3.510480e-03,-7.443398e-03,4.172404e-01,-4.557244e-01
-4.915716e-03,-7.184292e-03,3.598326e-01,-5.453710e-01
-6.408535e-03,-6.687533e-03,2.828052e-01,-6.344158e-01
-7.885341e-03,-5.974365e-03,1.905051e-01,-7.162662e-01
-9.238580e-03,-5.088531e-03,8.903484e-02,-7.846778e-01
-1.036248e-02,-4.092937e-03,-1.416734e-02,-8.341567e-01
-1.114683e-02,-3.061560e-03,-1.107852e-01,-8.594289e-01
-1.151339e-02,-2.081524e-03,-1.923344e-01,-8.574886e-01
-1.141503e-02,-1.238463e-03,-2.513095e-01,-8.275871e-01
-1.084626e-02,-6.037905e-04,-2.823063e-01,-7.713321e-01
-9.847052e-03,-2.251680e-04,-2.828222e-01,-6.926689e-01
-8.493360e-03,-1.278438e-04,-2.530380e-01,-5.973299e-01
-6.905265e-03,-3.085489e-04,-1.962298e-01,-4.931883e-01
-5.234698e-03,-7.344106e-04,-1.187422e-01,-3.896534e-01
-3.653270e-03,-1.341047e-03,-2.979481e-02,-2.967833e-01
-2.336812e-03,-2.039675e-03,5.935697e-02,-2.243341e-01
-1.449397e-03,-2.741667e-03,1.374989e-01,-1.811693e-01
-1.126151e-03,-3.345465e-03,1.934642e-01,-1.739565e-01
-1.457278e-03,-3.758077e-03,2.177397e-01,-2.063905e-01
-2.477325e-03,-3.904519e-03,2.036165e-01,-2.788129e-01
-4.155254e-03,-3.739366e-03,1.482332e-01,-3.878543e-01
-6.383310e-03,-3.260902e-03,5.387050e-02,-5.260055e-01
-9.008138e-03,-2.494319e-03,-7.348791e-02,-6.831099e-01
-1.183141e-02,-1.500366e-03,-2.241511e-01,-8.468914e-01
-1.463094e-02,-3.722407e-04,-3.852580e-01,-1.004466e+00
-1.717790e-02,7.701678e-04,-5.414575e-01,-1.143564e+00
-1.923859e-02,1.795011e-03,-6.760790e-01,-1.252384e+00
-2.063531e-02,2.569673e-03,-7.744735e-01,-1.323272e+00
-2.124429e-02,2.977028e-03,-8.261282e-01,-1.352739e+00
-2.101345e-02,2.927564e-03,-8.243876e-01,-1.340923e+00
-1.997114e-02,2.371065e-03,-7.655360e-01,-1.290724e+00
-1.821899e-02,1.313134e-03,-6.503077e-01,-1.207281e+00
-1.592817e-02,-2.004968e-04,-4.849822e-01,-1.099256e+00
-1.331169e-02,-2.080446e-03,-2.817312e-01,-9.778997e-01
-1.060277e-02,-4.204385e-03,-5.619837e-02,-8.554647e-01
-8.032560e-03,-6.427436e-03,1.744990e-01,-7.438341e-01
-5.816739e-03,-8.585177e-03,3.922421e-01,-6.537045e-01
-4.116973e-03,-1.051875e-02,5.805224e-01,-5.923767e-01
-3.029669e-03,-1.208285e-02,7.260135e-01,-5.627644e-01
-2.575813e-03,-1.316099e-02,8.197541e-01,-5.630945e-01
-2.700875e-03,-1.367680e-02,8.577698e-01,-5.873914e-01
-3.285702e-03,-1.359714e-02,8.409170e-01,-6.265098e-01
-4.155142e-03,-1.294008e-02,7.750106e-01,-6.689917e-01
-5.103276e-03,-1.177178e-02,6.701299e-01,-7.025813e-01
-5.920614e-03,-1.020168e-02,5.395700e-01,-7.159024e-01
-6.419306e-03,-8.372805e-03,3.985303e-01,-6.999078e-01
-6.447185e-03,-6.443477e-03,2.624772e-01,-6.484395e-01
-5.914280e-03,-4.574346e-03,1.455324e-01,-5.595076e-01
-4.801515e-03,-2.916358e-03,5.924067e-02,-4.357468e-01
-3.163559e-03,-1.601344e-03,1.176857e-02,-2.844012e-01
-1.123214e-03,-7.318624e-04,7.293133e-03,-1.167792e-01
1.141774e-03,-3.597896e-04,4.488879e-02,5.311603e-02
3.421623e-03,-4.899263e-04,1.190893e-01,2.102610e-01
5.497954e-03,-1.081692e-03,2.207917e-01,3.403078e-01
7.172804e-03,-2.059787e-03,3.388112e-01,4.314067e-01
8.290436e-03,-3.322694e-03,4.612804e-01,4.755326e-01
8.740995e-03,-4.733810e-03,5.754692e-01,4.689194e-01
8.496362e-03,-6.149821e-03,6.701653e-01,4.135340e-01
7.604026e-03,-7.430472e-03,7.367028e-01,3.165087e-01
6.184670e-03,-8.454383e-03,7.697911e-01,1.894221e-01
4.415551e-03,-9.129642e-03,7.678510e-01,4.699357e-02
2.494325e-03,-9.394525e-03,7.322285e-01,-9.527494e-02
6.419095e-04,-9.227435e-03,6.675664e-01,-2.214564e-01
-9.341605e-04,-8.643161e-03,5.809576e-01,-3.173214e-01
-2.061962e-03,-7.686625e-03,4.807119e-01,-3.719174e-01
-2.626522e-03,-6.427415e-03,3.752726e-01,-3.788437e-01
-2.591745e-03,-4.966018e-03,2.729003e-01,-3.378107e-01
-1.990278e-03,-3.408709e-03,1.803332e-01,-2.537360e-01
-9.241131e-04,-1.861476e-03,1.022887e-01,-1.363369e-01
4.507572e-04,-4.178685e-04,4.106100e-02,1.020336e-03
1.942475e-03,8.485513e-04,-3.563520e-03,1.428243e-01
3.337340e-03,1.881482e-03,-3.379190e-02,2.725210e-01
4.436005e-03,2.656045e-03,-5.376842e-02,3.751980e-01
5.072827e-03,3.173009e-03,-6.864755e-02,4.391251e-01
5.139676e-03,3.450662e-03,-8.330004e-02,4.570181e-01
4.596864e-03,3.520654e-03,-1.015124e-01,4.266236e-01
3.463076e-03,3.442245e-03,-1.269506e-01,3.504121e-01
1.839990e-03,3.274256e-03,-1.612214e-01,2.365134e-01
-1.120122e-04,3.074602e-03,-2.038634e-01,9.739520e-02
-2.189294e-03,2.886915e-03,-2.521432e-01,-5.160465e-02
-4.171885e-03,2.737165e-03,-3.014660e-01,-1.942770e-01
-5.864630e-03,2.654983e-03,-3.477794e-01,-3.159883e-01
-7.083289e-03,2.645676e-03,-3.861545e-01,-4.037331e-01
-7.691525e-03,2.704104e-03,-4.119161e-01,-4.480383e-01
-7.614605e-03,2.819861e-03,-4.217387e-01,-4.438195e-01
-6.850574e-03,2.981437e-03,-4.143041e-01,-3.908485e-01
-5.481420e-03,3.171158e-03,-3.903227e-01,-2.945726e-01
-3.640487e-03,3.382217e-03,-3.528573e-01,-1.640503e-01
-1.507495e-03,3.618490e-03,-3.071166e-01,-1.129759e-02
7.141499e-04,3.903447e-03,-2.604686e-01,1.502044e-01
2.817099e-03,4.276126e-03,-2.216994e-01,3.069880e-01
4.598333e-03,4.754782e-03,-1.983903e-01,4.456025e-01
5.896112e-03,5.377572e-03,-1.981143e-01,5.555526e-01
6.598405e-03,6.178595e-03,-2.270000e-01,6.299932e-01
6.659149e-03,7.184676e-03,-2.887890e-01,6.663380e-01
6.098673e-03,8.405205e-03,-3.840525e-01,6.660613e-01
4.975271e-03,9.806459e-03,-5.091587e-01,6.323380e-01
3.406313e-03,1.133782e-02,-6.573886e-01,5.714381e-01
1.541910e-03,1.292013e-02,-8.190090e-01,4.914887e-01
-4.459457e-04,1.444766e-02,-9.817994e-01,4.014201e-01
-2.383379e-03,1.579359e-02,-1.132029e+00,3.096125e-01
-4.135284e-03,1.682040e-02,-1.256183e+00,2.214498e-01
-5.589373e-03,1.739108e-02,-1.341819e+00,1.404140e-01
-6.672900e-03,1.738421e-02,-1.378821e+00,6.789685e-02
-7.354018e-03,1.670810e-02,-1.360091e+00,3.238182e-03
-7.640253e-03,1.531562e-02,-1.281900e+00,-5.582309e-02
-7.578073e-03,1.322111e-02,-1.145061e+00,-1.123754e-01
-7.243334e-03,1.049742e-02,-9.554958e-01,-1.693604e-01
-6.728150e-03,7.275150e-03,-7.239421e-01,-2.289346e-01
-6.132694e-03,3.733630e-03,-4.649897e-01,-2.925982e-01
-5.551752e-03,8.870968e-05,-1.963485e-01,-3.607297e-01
-5.054975e-03,-3.411631e-03,6.206125e-02,-4.312210e-01
-4.694471e-03,-6.508256e-03,2.899704e-01,-5.002055e-01
-4.495062e-03,-8.955196e-03,4.691501e-01,-5.623308e-01
-4.455674e-03,-1.054710e-02,5.854476e-01,-6.114273e-01
-4.552910e-03,-1.114138e-02,6.298685e-01,-6.413860e-01
-4.742369e-03,-1.065762e-02,5.981328e-01,-6.465239e-01
-4.972228e-03,-9.097960e-03,4.912453e-01,-6.228705e-01
-5.190050e-03,-6.550535e-03,3.156877e-01,-5.688577e-01
-5.348623e-03,-3.189874e-03,8.372290e-02,-4.856010e-01
-5.410120e-03,7.347513e-04,-1.867627e-01,-3.770232e-01
-5.349954e-03,4.932691e-03,-4.742763e-01,-2.496021e-01
-5.158455e-03,9.079730e-03,-7.551422e-01,-1.120931e-01
-4.841222e-03,1.284728e-02,-1.006237e+00,2.527002e-02
