real_in,imag_in,real_out,imag_out
3.568728e-03,1.785076e-03,-2.612145e-02,3.186532e-01
2.817161e-03,-3.182724e-04,9.886173e-02,2.019787e-01
2.107946e-03,-1.926506e-03,1.919510e-01,1.011842e-01
1.501216e-03,-2.874849e-03,2.429251e-01,2.579348e-02
1.054669e-03,-3.066170e-03,2.464275e-01,-1.679089e-02
8.239206e-04,-2.484451e-03,2.025412e-01,-2.171463e-02
8.552888e-04,-1.194105e-03,1.166421e-01,1.287966e-02
1.160444e-03,6.826242e-04,-2.536709e-03,8.475258e-02
1.747426e-03,2.959401e-03,-1.421910e-01,1.892094e-01
2.605189e-03,5.412586e-03,-2.869725e-01,3.190444e-01
3.704095e-03,7.801282e-03,-4.207492e-01,4.650702e-01
4.993731e-03,9.889165e-03,-5.284005e-01,6.167614e-01
6.395130e-03,1.146779e-02,-5.977699e-01,7.624828e-01
7.821446e-03,1.237829e-02,-6.206984e-01,8.912601e-01
9.176379e-03,1.252264e-02,-5.934310e-01,9.933806e-01
1.036051e-02,1.187326e-02,-5.168861e-01,1.061055e+00
1.127982e-02,1.047004e-02,-3.962210e-01,1.088791e+00
1.185994e-02,8.395009e-03,-2.389389e-01,1.073573e+00
1.204326e-02,5.788289e-03,-5.566695e-02,1.014993e+00
1.179612e-02,2.822896e-03,1.410844e-01,9.152934e-01
1.111103e-02,-3.068391e-04,3.378062e-01,7.791599e-01
1.000928e-02,-3.401754e-03,5.210837e-01,6.135764e-01
8.544252e-03,-6.288656e-03,6.798301e-01,4.273733e-01
6.786624e-03,-8.818427e-03,8.054031e-01,2.301157e-01
4.826693e-03,-1.087850e-02,8.923155e-01,3.171163e-02
2.771554e-03,-1.239918e-02,9.386983e-01,-1.580482e-01
7.378439e-04,-1.335097e-02,9.459338e-01,-3.299972e-01
-1.169237e-03,-1.372678e-02,9.169233e-01,-4.765168e-01
-2.857810e-03,-1.356350e-02,8.568795e-01,-5.921380e-01
-4.255637e-03,-1.292435e-02,7.723431e-01,-6.736409e-01
-5.311967e-03,-1.189940e-02,6.709098e-01,-7.200270e-01
-5.999867e-03,-1.059391e-02,5.605389e-01,-7.323860e-01
-6.327208e-03,-9.081672e-03,4.464350e-01,-7.134700e-01
-6.323983e-03,-7.443930e-03,3.331217e-01,-6.674881e-01
-6.042078e-03,-5.752919e-03,2.241222e-01,-5.999611e-01
-5.552714e-03,-4.080797e-03,1.223593e-01,-5.177045e-01
-4.939720e-03,-2.497707e-03,3.030154e-02,-4.284628e-01
-4.283963e-03,-1.032564e-03,-5.207723e-02,-3.390485e-01
-3.665264e-03,2.906855e-04,-1.254774e-01,-2.557184e-01
-3.154314e-03,1.461119e-03,-1.911655e-01,-1.838633e-01
-2.812308e-03,2.471845e-03,-2.505054e-01,-1.280247e-01
-2.686727e-03,3.319826e-03,-3.047569e-01,-9.169988e-02
-2.796419e-03,4.030133e-03,-3.561856e-01,-7.586981e-02
-3.147597e-03,4.624434e-03,-4.066271e-01,-8.028733e-02
-3.726334e-03,5.130474e-03,-4.576520e-01,-1.033075e-01
-4.499921e-03,5.578706e-03,-5.104835e-01,-1.418655e-01
-5.418397e-03,6.001099e-03,-5.659249e-01,-1.916279e-01
-6.420412e-03,6.431805e-03,-6.245385e-01,-2.473738e-01
-7.440632e-03,6.887044e-03,-6.856603e-01,-3.039483e-01
-8.409219e-03,7.370432e-03,-7.475642e-01,-3.563784e-01
-9.254496e-03,7.874432e-03,-8.076947e-01,-3.999459e-01
-9.905670e-03,8.378889e-03,-8.626686e-01,-4.303854e-01
-1.029842e-02,8.836148e-03,-9.075091e-01,-4.445765e-01
-1.038153e-02,9.184929e-03,-9.365184e-01,-4.407905e-01
-1.012066e-02,9.351398e-03,-9.436451e-01,-4.187869e-01
-9.506452e-03,9.258058e-03,-9.231780e-01,-3.800743e-01
-8.555723e-03,8.832172e-03,-8.703971e-01,-3.277815e-01
-7.292142e-03,8.010151e-03,-7.814746e-01,-2.653191e-01
-5.768605e-03,6.755600e-03,-6.548661e-01,-1.971208e-01
-4.061331e-03,5.062144e-03,-4.917560e-01,-1.284687e-01
-2.274686e-03,2.953582e-03,-2.962678e-01,-6.579857e-02
-5.347543e-04,4.892586e-04,-7.586531e-02,-1.628570e-02
1.044614e-03,-2.209653e-03,1.577012e-01,1.499485e-02
2.339477e-03,-4.996195e-03,3.902516e-01,2.364126e-02
3.237829e-03,-7.694894e-03,6.060332e-01,6.763140e-03
3.646904e-03,-1.012067e-02,7.893698e-01,-3.664295e-02
3.505861e-03,-1.209026e-02,9.259264e-01,-1.052458e-01
2.804320e-03,-1.340673e-02,1.002194e+00,-1.940253e-01
1.565573e-03,-1.392024e-02,1.008490e+00,-2.965510e-01
-1.407834e-04,-1.352680e-02,9.394200e-01,-4.050643e-01
-2.202369e-03,-1.218004e-02,7.943181e-01,-5.106730e-01
-4.467190e-03,-9.895705e-03,5.775762e-01,-6.035503e-01
-6.747572e-03,-6.746982e-03,2.985688e-01,-6.728041e-01
-8.849644e-03,-2.864132e-03,-2.853044e-02,-7.080595e-01
-1.058093e-02,1.575342e-03,-3.853823e-01,-7.003057e-01
-1.177074e-02,6.362486e-03,-7.513334e-01,-6.431844e-01
-1.228623e-02,1.126782e-02,-1.105149e+00,-5.341846e-01
-1.203531e-02,1.604172e-02,-1.424301e+00,-3.755353e-01
-1.100024e-02,2.046464e-02,-1.688361e+00,-1.757164e-01
-9.230659e-03,2.435059e-02,-1.881021e+00,5.145333e-02
-6.839738e-03,2.755467e-02,-1.994118e+00,2.892766e-01
-3.996909e-03,2.996667e-02,-2.034329e+00,5.210725e-01
-9.058364e-04,3.147460e-02,-2.014757e+00,7.390033e-01
2.192322e-03,3.201391e-02,-1.951748e+00,9.381331e-01
5.032853e-03,3.158014e-02,-1.855992e+00,1.110956e+00
7.352641e-03,3.023570e-02,-1.733663e+00,1.250462e+00
8.937461e-03,2.811905e-02,-1.588446e+00,1.343383e+00
9.653373e-03,2.539323e-02,-1.420054e+00,1.367854e+00
9.457599e-03,2.221737e-02,-1.232141e+00,1.304863e+00
8.392480e-03,1.871785e-02,-1.034705e+00,1.153399e+00
6.579579e-03,1.499277e-02,-8.379844e-01,9.305346e-01
4.212259e-03,1.113410e-02,-6.458856e-01,6.590204e-01
1.535362e-03,7.238326e-03,-4.584563e-01,3.614406e-01
-1.174397e-03,3.415644e-03,-2.758106e-01,6.000276e-02
-3.630558e-03,-2.209582e-04,-9.865688e-02,-2.213444e-01
-5.560012e-03,-3.562238e-03,7.251927e-02,-4.593817e-01
-6.730349e-03,-6.499660e-03,2.369152e-01,-6.344178e-01
-6.979007e-03,-8.905336e-03,3.914275e-01,-7.316671e-01
-6.223813e-03,-1.066620e-02,5.317448e-01,-7.420187e-01
-4.477387e-03,-1.168220e-02,6.516815e-01,-6.628138e-01
-1.847126e-03,-1.188525e-02,7.437982e-01,-4.983898e-01
1.471992e-03,-1.124788e-02,8.003008e-01,-2.602277e-01
5.204326e-03,-9.758665e-03,8.121632e-01,3.363041e-02
9.039806e-03,-7.472639e-03,7.733693e-01,3.603214e-01
1.265623e-02,-4.497200e-03,6.818526e-01,6.940787e-01
1.575113e-02,-9.927914e-04,5.399470e-01,1.009068e+00
1.806786e-02,2.838302e-03,3.535887e-01,1.281537e+00
1.940618e-02,6.775043e-03,1.312161e-01,1.490614e+00
1.965661e-02,1.056835e-02,-1.138383e-01,1.621185e+00
1.880489e-02,1.396434e-02,-3.647138e-01,1.666605e+00
1.693755e-02,1.672906e-02,-6.038008e-01,1.628613e+00
1.423714e-02,1.867683e-02,-8.150625e-01,1.514808e+00
1.096597e-02,1.968125e-02,-9.836597e-01,1.336630e+00
7.438000e-03,1.969516e-02,-1.096929e+00,1.109815e+00
3.983043e-03,1.874768e-02,-1.145329e+00,8.548884e-01
9.164748e-04,1.694081e-02,-1.124446e+00,5.955783e-01
-1.487641e-03,1.443909e-02,-1.035990e+00,3.563038e-01
-3.020833e-03,1.145209e-02,-8.871631e-01,1.589299e-01
-3.562956e-03,8.226029e-03,-6.903664e-01,2.018362e-02
-3.089187e-03,5.009722e-03,-4.613746e-01,-4.973527e-02
-1.664371e-03,2.024782e-03,-2.172791e-01,-4.767247e-02
5.666384e-04,-5.585354e-04,2.553163e-02,2.231017e-02
3.381514e-03,-2.626481e-03,2.521537e-01,1.487907e-01
6.518940e-03,-4.129192e-03,4.507396e-01,3.151871e-01
9.698639e-03,-5.085095e-03,6.138681e-01,5.015369e-01
1.265150e-02,-5.577237e-03,7.391241e-01,6.869861e-01
1.514332e-02,-5.737466e-03,8.282906e-01,8.520282e-01
1.698345e-02,-5.716118e-03,8.855387e-01,9.795998e-01
1.805822e-02,-5.675337e-03,9.182468e-01,1.057363e+00
1.832717e-02,-5.758366e-03,9.353288e-01,1.078400e+00
1.782028e-02,-6.068491e-03,9.448640e-01,1.041211e+00
1.662930e-02,-6.647578e-03,9.521977e-01,9.496110e-01
1.490356e-02,-7.461564e-03,9.591541e-01,8.132980e-01
1.282255e-02,-8.429863e-03,9.654630e-01,6.460430e-01
1.057510e-02,-9.414116e-03,9.676539e-01,4.642683e-01
8.334259e-03,-1.023114e-02,9.587073e-01,2.851599e-01
6.241406e-03,-1.067026e-02,9.287198e-01,1.249323e-01
4.408318e-03,-1.052203e-02,8.668135e-01,-2.107635e-03
2.888367e-03,-9.634069e-03,7.640657e-01,-8.682200e-02
1.687208e-03,-7.917951e-03,6.142716e-01,-1.255199e-01
7.706927e-04,-5.361612e-03,4.148915e-01,-1.194881e-01
7.760231e-05,-2.034518e-03,1.681285e-01,-7.423163e-02
-4.743365e-04,1.902692e-03,-1.176887e-01,6.599700e-04
-9.708160e-04,6.204027e-03,-4.276445e-01,9.252175e-02
-1.483521e-03,1.056359e-02,-7.417861e-01,1.876588e-01
-2.055171e-03,1.464555e-02,-1.037884e+00,2.734232e-01
-2.698181e-03,1.811848e-02,-1.293795e+00,3.381636e-01
-3.406774e-03,2.067991e-02,-1.488515e+00,3.713448e-01
-4.131471e-03,2.208941e-02,-1.606521e+00,3.692533e-01
-4.790798e-03,2.219248e-02,-1.639515e+00,3.347470e-01
-5.293636e-03,2.095076e-02,-1.583491e+00,2.726987e-01
-5.559379e-03,1.845433e-02,-1.437296e+00,1.880493e-01
-5.512808e-03,1.491512e-02,-1.207609e+00,8.951651e-02
-5.102917e-03,1.063646e-02,-9.119226e-01,-9.482451e-03
-4.320363e-03,5.984121e-03,-5.745267e-01,-9.562261e-02
-3.219788e-03,1.348795e-03,-2.235608e-01,-1.605961e-01
-1.908173e-03,-2.893214e-03,1.105298e-01,-2.004627e-01
-5.042372e-04,-6.391603e-03,3.983841e-01,-2.131383e-01
8.320501e-04,-8.870434e-03,6.156191e-01,-2.009055e-01
1.935445e-03,-1.014857e-02,7.449248e-01,-1.691743e-01
2.651994e-03,-1.015782e-02,7.770008e-01,-1.256107e-01
2.860445e-03,-8.947111e-03,7.108510e-01,-7.933355e-02
2.498182e-03,-6.670542e-03,5.536972e-01,-3.914941e-02
1.548324e-03,-3.587062e-03,3.211790e-01,-1.379251e-02
6.287921e-05,-1.912662e-05,3.602217e-02,-9.501490e-03
-1.835928e-03,3.687051e-03,-2.741183e-01,-2.832772e-02
-3.964115e-03,7.198356e-03,-5.798824e-01,-6.752032e-02
-6.099355e-03,1.021173e-02,-8.532405e-01,-1.206109e-01
-7.999713e-03,1.247417e-02,-1.069915e+00,-1.789552e-01
-9.432168e-03,1.380835e-02,-1.211108e+00,-2.331421e-01
-1.019499e-02,1.412782e-02,-1.265204e+00,-2.731013e-01
-1.013961e-02,1.344423e-02,-1.228533e+00,-2.889120e-01
-9.193547e-03,1.185726e-02,-1.104230e+00,-2.726346e-01
-7.367744e-03,9.538128e-03,-9.022959e-01,-2.191254e-01
-4.761398e-03,6.701002e-03,-6.387796e-01,-1.271986e-01
-1.563083e-03,3.570772e-03,-3.333668e-01,-1.906082e-03
1.966910e-03,3.566386e-04,-8.084602e-03,1.450317e-01
5.534154e-03,-2.756734e-03,3.143071e-01,2.978903e-01
8.814889e-03,-5.625740e-03,6.130452e-01,4.379604e-01
1.149844e-02,-8.155023e-03,8.718142e-01,5.466389e-01
1.331764e-02,-1.029845e-02,1.079140e+00,6.080127e-01
1.408108e-02,-1.205621e-02,1.228827e+00,6.101387e-01
1.371183e-02,-1.346149e-02,1.321248e+00,5.470358e-01
1.222090e-02,-1.456732e-02,1.360867e+00,4.174780e-01
9.728325e-03,-1.543365e-02,1.354304e+00,2.265558e-01
6.446084e-03,-1.610641e-02,1.309518e+00,-1.391627e-02
2.659053e-03,-1.660376e-02,1.235223e+00,-2.859439e-01
-1.276933e-03,-1.691774e-02,1.140807e+00,-5.653099e-01
-4.997447e-03,-1.699282e-02,1.033729e+00,-8.250230e-01
-8.152248e-03,-1.674495e-02,9.195369e-01,-1.038304e+00
-1.044198e-02,-1.607200e-02,8.015457e-01,-1.182067e+00
-1.164871e-02,-1.487229e-02,6.803999e-01,-1.239243e+00
-1.165201e-02,-1.307530e-02,5.551214e-01,-1.199066e+00
-1.045292e-02,-1.064065e-02,4.230151e-01,-1.058149e+00
-8.168168e-03,-7.574428e-03,2.803411e-01,-8.226054e-01
-5.009851e-03,-3.942684e-03,1.239204e-01,-5.071564e-01
-1.260308e-03,1.191976e-04,-4.551727e-02,-1.334454e-01
2.744768e-03,4.422076e-03,-2.233095e-01,2.692651e-01
6.659765e-03,8.713933e-03,-4.004703e-01,6.676110e-01
1.015515e-02,1.270973e-02,-5.659265e-01,1.029476e+00
1.294507e-02,1.612485e-02,-7.100378e-01,1.323991e+00
1.480869e-02,1.870401e-02,-8.236128e-01,1.523919e+00
1.559654e-02,2.023546e-02,-8.984020e-01,1.619257e+00
1.526576e-02,2.052965e-02,-9.274629e-01,1.617426e+00
1.389453e-02,1.950864e-02,-9.046968e-01,1.522972e+00
1.167049e-02,1.723120e-02,-8.246237e-01,1.332767e+00
8.846912e-03,1.384592e-02,-6.865627e-01,1.056959e+00
5.710609e-03,9.573100e-03,-4.949267e-01,7.240622e-01
2.552775e-03,4.696060e-03,-2.585195e-01,3.658991e-01
-3.660635e-04,-4.359408e-04,6.047326e-03,1.090018e-02
-2.833745e-03,-5.453839e-03,2.772053e-01,-3.132983e-01
-4.698224e-03,-1.000357e-02,5.330711e-01,-5.838627e-01
-5.875360e-03,-1.377078e-02,7.544743e-01,-7.853926e-01
-6.351502e-03,-1.650252e-02,9.261498e-01,-9.088585e-01
-6.179375e-03,-1.802886e-02,1.036566e+00,-9.523569e-01
-5.469522e-03,-1.827313e-02,1.078498e+00,-9.218619e-01
-4.374315e-03,-1.726429e-02,1.049211e+00,-8.277778e-01
-3.076612e-03,-1.513264e-02,9.504519e-01,-6.840811e-01
-1.750694e-03,-1.209219e-02,7.895654e-01,-5.081456e-01
-5.423066e-04,-8.414756e-03,5.791067e-01,-3.184083e-01
4.550268e-04,-4.409834e-03,3.364480e-01,-1.306777e-01
1.205764e-03,-3.923398e-04,8.247657e-02,4.277994e-02
1.717320e-03,3.357142e-03,-1.620526e-01,1.932837e-01
2.053237e-03,6.586893e-03,-3.772431e-01,3.169794e-01
2.310575e-03,9.103919e-03,-5.465413e-01,4.143497e-01
2.599472e-03,1.078250e-02,-6.581062e-01,4.889112e-01
3.024108e-03,1.157153e-02,-7.054175e-01,5.459601e-01
3.674234e-03,1.150711e-02,-6.879805e-01,5.922932e-01
4.602462e-03,1.068384e-02,-6.101463e-01,6.343407e-01
5.814461e-03,9.246289e-03,-4.807836e-01,6.768616e-01
7.256646e-03,7.370284e-03,-3.127013e-01,7.215590e-01
8.820598e-03,5.241698e-03,-1.214270e-01,7.666059e-01
1.037741e-02,3.036810e-03,7.692190e-02,8.082896e-01
1.175591e-02,9.208864e-04,2.658687e-01,8.400511e-01
1.277792e-02,-9.702433e-04,4.304207e-01,8.540326e-01
1.327744e-02,-2.532492e-03,5.581947e-01,8.423972e-01
1.312420e-02,-3.700533e-03,6.404905e-01,7.985345e-01
1.225772e-02,-4.465982e-03,6.742494e-01,7.185988e-01
1.067531e-02,-4.836909e-03,6.597005e-01,6.017072e-01
8.443538e-03,-4.845758e-03,6.004372e-01,4.506561e-01
5.695539e-03,-4.535360e-03,5.026981e-01,2.723790e-01
2.618457e-03,-3.952655e-03,3.746328e-01,7.779077e-02
-5.671591e-04,-3.156929e-03,2.264501e-01,-1.195128e-01
-3.615859e-03,-2.184683e-03,6.816474e-02,-3.034800e-01
-6.290274e-03,-1.063205e-03,-9.089775e-02,-4.580351e-01
-8.383702e-03,1.866178e-04,-2.426967e-01,-5.692487e-01
-9.743737e-03,1.544576e-03,-3.808805e-01,-6.271159e-01
-1.029663e-02,2.984111e-03,-5.009967e-01,-6.271714e-01
-1.004097e-02,4.476129e-03,-6.006688e-01,-5.700104e-01
-9.053305e-03,5.983175e-03,-6.792842e-01,-4.614710e-01
-7.480556e-03,7.456112e-03,-7.375072e-01,-3.124387e-01
-5.521655e-03,8.835151e-03,-7.768136e-01,-1.378625e-01
-3.398653e-03,1.005405e-02,-7.990418e-01,4.513635e-02
-1.353074e-03,1.102921e-02,-8.055879e-01,2.175829e-01
3.893076e-04,1.167817e-02,-7.977006e-01,3.611986e-01
1.636704e-03,1.193047e-02,-7.766383e-01,4.603689e-01
2.254674e-03,1.174200e-02,-7.438148e-01,5.040608e-01
2.203067e-03,1.111078e-02,-7.007231e-01,4.885858e-01
1.502685e-03,1.005779e-02,-6.482906e-01,4.155553e-01
2.458042e-04,8.639891e-03,-5.875731e-01,2.921863e-01
-1.421686e-03,6.946480e-03,-5.202149e-01,1.305346e-01
-3.317091e-03,5.095162e-03,-4.488082e-01,-5.366713e-02
-5.221893e-03,3.237891e-03,-3.774236e-01,-2.410822e-01
-6.922431e-03,1.535239e-03,-3.109150e-01,-4.118723e-01
-8.226346e-03,1.404037e-04,-2.542008e-01,-5.479331e-01
-8.982946e-03,-8.204582e-04,-2.114134e-01,-6.348420e-01
-9.098880e-03,-1.266213e-03,-1.851771e-01,-6.633412e-01
-8.545142e-03,-1.165632e-03,-1.765929e-01,-6.299063e-01
-7.352443e-03,-5.308823e-04,-1.856619e-01,-5.362846e-01
-5.607759e-03,5.728782e-04,-2.105968e-01,-3.894310e-01
-3.438755e-03,2.033893e-03,-2.475616e-01,-2.007127e-01
-9.987911e-04,3.700634e-03,-2.906239e-01,1.511612e-02
1.537420e-03,5.378869e-03,-3.314891e-01,2.402825e-01
4.004252e-03,6.874230e-03,-3.615014e-01,4.570061e-01
6.255240e-03,8.006486e-03,-3.726436e-01,6.494105e-01
8.178171e-03,8.634244e-03,-3.587493e-01,8.052131e-01
9.702654e-03,8.673316e-03,-3.164141e-01,9.167370e-01
1.079162e-02,8.094176e-03,-2.448734e-01,9.803616e-01
1.144857e-02,6.928407e-03,-1.460987e-01,9.968245e-01
1.170874e-02,5.268165e-03,-2.500211e-02,9.707401e-01
1.162872e-02,3.254543e-03,1.108307e-01,9.096459e-01
1.127633e-02,1.065794e-03,2.514947e-01,8.230281e-01
1.072213e-02,-1.084683e-03,3.846402e-01,7.217008e-01
1.002106e-02,-2.996142e-03,4.979405e-01,6.156691e-01
9.213177e-03,-4.495174e-03,5.804795e-01,5.132406e-01
8.318627e-03,-5.461704e-03,6.243583e-01,4.199918e-01
7.342780e-03,-5.843756e-03,6.258480e-01,3.384295e-01
6.296696e-03,-5.643462e-03,5.850594e-01,2.694548e-01
5.174420e-03,-4.935310e-03,5.065093e-01,2.109773e-01
3.974572e-03,-3.853379e-03,3.988737e-01,1.591144e-01
2.705791e-03,-2.575233e-03,2.742462e-01,1.092973e-01
1.394826e-03,-1.301916e-03,1.470723e-01,5.739187e-02
1.008938e-04,-2.362340e-04,3.300805e-02,1.251623e-03
-1.103081e-03,4.508783e-04,-5.367569e-02,-5.941151e-02
-2.128259e-03,6.392264e-04,-1.017378e-01,-1.224678e-01
-2.876114e-03,2.792215e-04,-1.044189e-01,-1.831195e-01
-3.250603e-03,-5.984676e-04,-6.045904e-02,-2.343189e-01
-3.178598e-03,-1.890045e-03,2.573762e-02,-2.681908e-01
-2.605024e-03,-3.420716e-03,1.442435e-01,-2.760606e-01
-1.510448e-03,-4.965010e-03,2.805110e-01,-2.499233e-01
8.544682e-05,-6.274580e-03,4.170812e-01,-1.836522e-01
2.118753e-03,-7.106095e-03,5.354481e-01,-7.415141e-02
4.466819e-03,-7.241836e-03,6.172200e-01,7.709682e-02
6.979137e-03,-6.536239e-03,6.476005e-01,2.646101e-01
9.479896e-03,-4.930347e-03,6.170063e-01,4.786803e-01
1.178314e-02,-2.468871e-03,5.225564e-01,7.057351e-01
1.370966e-02,6.995739e-04,3.687887e-01,9.294407e-01
1.510204e-02,4.344166e-03,1.666924e-01,1.132388e+00
1.583752e-02,8.149727e-03,-6.634944e-02,1.297042e+00
1.583801e-02,1.175809e-02,-3.087162e-01,1.407143e+00
1.507304e-02,1.479983e-02,-5.365598e-01,1.450067e+00
1.356427e-02,1.693111e-02,-7.265329e-01,1.418885e+00
1.139756e-02,1.787943e-02,-8.590002e-01,1.312550e+00
8.711069e-03,1.747436e-02,-9.189183e-01,1.133098e+00
5.682030e-03,1.567623e-02,-8.965992e-01,8.865304e-01
2.509104e-03,1.257354e-02,-7.893553e-01,5.865945e-01
-6.078904e-04,8.379259e-03,-6.031878e-01,2.536995e-01
-3.498473e-03,3.434807e-03,-3.545850e-01,-9.037097e-02
-6.020965e-03,-1.836161e-03,-6.927989e-02,-4.224063e-01
-8.071145e-03,-6.967313e-03,2.214243e-01,-7.198469e-01
-9.579440e-03,-1.149710e-02,4.862247e-01,-9.640204e-01
-1.050861e-02,-1.501773e-02,6.991176e-01,-1.139957e+00
-1.086502e-02,-1.719807e-02,8.391182e-01,-1.237451e+00
-1.068247e-02,-1.782366e-02,8.921944e-01,-1.254957e+00
-1.002978e-02,-1.682459e-02,8.520035e-01,-1.195974e+00
-9.002146e-03,-1.429598e-02,7.199986e-01,-1.065510e+00
-7.705325e-03,-1.047429e-02,5.061413e-01,-8.743882e-01
-6.237620e-03,-5.705802e-03,2.283652e-01,-6.397190e-01
-4.682866e-03,-4.284316e-04,-8.711666e-02,-3.793089e-01
-3.103510e-03,4.876682e-03,-4.072888e-01,-1.116754e-01
-1.551126e-03,9.740597e-03,-6.986821e-01,1.444263e-01
-6.991609e-05,1.375092e-02,-9.330146e-01,3.726425e-01
1.316165e-03,1.657763e-02,-1.089175e+00,5.603867e-01
2.567897e-03,1.801804e-02,-1.155384e+00,6.980008e-01
3.648581e-03,1.800810e-02,-1.129392e+00,7.813069e-01
4.521546e-03,1.663270e-02,-1.017431e+00,8.101762e-01
5.151122e-03,1.411298e-02,-8.335492e-01,7.873041e-01
5.516021e-03,1.076359e-02,-5.980920e-01,7.196987e-01
5.584917e-03,6.967315e-03,-3.366370e-01,6.164044e-01
5.326962e-03,3.128562e-03,-7.762030e-02,4.866917e-01
4.722549e-03,-3.686840e-04,1.508215e-01,3.404173e-01
3.773695e-03,-3.202265e-03,3.250591e-01,1.878043e-01
2.504381e-03,-5.148788e-03,4.292690e-01,3.801977e-02
9.682030e-04,-6.095498e-03,4.565013e-01,-1.012036e-01
-7.522195e-04,-6.049807e-03,4.089611e-01,-2.238185e-01
-2.545893e-03,-5.128082e-03,2.971612e-01,-3.252110e-01
-4.280655e-03,-3.535412e-03,1.384741e-01,-4.019518e-01
-5.822462e-03,-1.549673e-03,-4.431770e-02,-4.524898e-01
-7.034635e-03,5.286739e-04,-2.263043e-01,-4.762041e-01
-7.797570e-03,2.411132e-03,-3.836266e-01,-4.735017e-01
-8.023826e-03,3.860286e-03,-4.967491e-01,-4.458004e-01
-7.670058e-03,4.717601e-03,-5.528137e-01,-3.953169e-01
-6.739609e-03,4.908303e-03,-5.461135e-01,-3.248132e-01
-5.289568e-03,4.467131e-03,-4.796459e-01,-2.373868e-01
-3.428728e-03,3.521496e-03,-3.643760e-01,-1.367219e-01
-1.313819e-03,2.271138e-03,-2.178670e-01,-2.767067e-02
8.648984e-04,9.580218e-04,-6.210948e-02,8.370184e-02
2.914736e-03,-1.686916e-04,7.970574e-02,1.912509e-01
4.634932e-03,-8.802552e-04,1.855334e-01,2.880356e-01
5.848137e-03,-1.002883e-03,2.375288e-01,3.672459e-01
6.418356e-03,-4.430947e-04,2.244451e-01,4.227235e-01
6.269381e-03,7.987677e-04,1.430596e-01,4.495265e-01
5.401250e-03,2.629002e-03,-1.277630e-03,4.448849e-01
3.871871e-03,4.855611e-03,-1.944979e-01,4.072517e-01
1.806124e-03,7.220363e-03,-4.155413e-01,3.375133e-01
-6.114506e-04,9.431879e-03,-6.389303e-01,2.398130e-01
-3.152410e-03,1.120303e-02,-8.381434e-01,1.214367e-01
-5.577070e-03,1.228352e-02,-9.889993e-01,-8.767873e-03
-7.650137e-03,1.247845e-02,-1.071364e+00,-1.411927e-01
-9.162859e-03,1.168131e-02,-1.071444e+00,-2.657012e-01
-9.945954e-03,9.892909e-03,-9.833637e-01,-3.715319e-01
-9.889586e-03,7.224913e-03,-8.099083e-01,-4.480825e-01
-8.985231e-03,3.883798e-03,-5.629990e-01,-4.878568e-01
-7.290992e-03,1.580410e-04,-2.627953e-01,-4.856533e-01
-4.942091e-03,-3.623548e-03,6.451143e-02,-4.403448e-01
-2.126845e-03,-7.131017e-03,3.898615e-01,-3.550341e-01
9.289131e-04,-1.007047e-02,6.852606e-01,-2.368594e-01
3.943304e-03,-1.221235e-02,9.264673e-01,-9.829736e-02
6.655588e-03,-1.340459e-02,1.095427e+00,4.755461e-02
8.832396e-03,-1.359433e-02,1.181588e+00,1.874920e-01
1.029595e-02,-1.283956e-02,1.183203e+00,3.086256e-01
1.093918e-02,-1.130268e-02,1.107207e+00,3.993477e-01
1.070458e-02,-9.214216e-03,9.664725e-01,4.489401e-01
9.623305e-03,-6.868806e-03,7.805193e-01,4.499765e-01
7.801916e-03,-4.575744e-03,5.729604e-01,3.993896e-01
5.415075e-03,-2.626731e-03,3.687029e-01,2.994346e-01
2.688509e-03,-1.258480e-03,1.910494e-01,1.579090e-01
-1.315080e-04,-6.034030e-04,5.745891e-02,-1.262151e-02
-2.799540e-03,-7.183987e-04,-2.015761e-02,-1.968792e-01
-5.091546e-03,-1.563862e-03,-3.705650e-02,-3.783401e-01
-6.827423e-03,-3.014481e-03,4.129757e-03,-5.409701e-01
-7.884430e-03,-4.875551e-03,9.420960e-02,-6.706677e-01
-8.194672e-03,-6.894141e-03,2.183783e-01,-7.555140e-01
-7.765659e-03,-8.805425e-03,3.587523e-01,-7.879176e-01
-6.669964e-03,-1.036180e-02,4.965920e-01,-7.651241e-01
-5.037258e-03,-1.136355e-02,6.145183e-01,-6.894429e-01
-3.040684e-03,-1.168392e-02,6.985327e-01,-5.681478e-01
-8.770864e-04,-1.128380e-02,7.395844e-01,-4.127525e-01
1.252609e-03,-1.020999e-02,7.341818e-01,-2.378097e-01
3.162127e-03,-8.590831e-03,6.847623e-01,-5.954725e-02
4.701347e-03,-6.618533e-03,5.993241e-01,1.060148e-01
5.765471e-03,-4.523879e-03,4.901571e-01,2.445740e-01
6.278220e-03,-2.549870e-03,3.716724e-01,3.434566e-01
6.225033e-03,-9.235648e-04,2.589285e-01,3.942902e-01
5.638782e-03,1.741446e-04,1.654814e-01,3.933742e-01
4.599226e-03,6.305382e-04,1.016770e-01,3.420944e-01
3.219860e-03,4.148436e-04,7.338190e-02,2.465819e-01
1.605037e-03,-4.216605e-04,8.082994e-02,1.151414e-01
-1.323586e-04,-1.753851e-03,1.190973e-01,-4.122646e-02
-1.892861e-03,-3.396868e-03,1.786964e-01,-2.102259e-01
-3.596483e-03,-5.127543e-03,2.467425e-01,-3.795562e-01
